in s,C1 in V
1.5200E-08,1.52697E-01
1.5300E-08,1.51721E-01
1.5400E-08,1.50744E-01
1.5500E-08,1.49768E-01
1.5600E-08,1.48791E-01
1.5700E-08,1.47814E-01
1.5800E-08,1.46838E-01
1.5900E-08,1.45373E-01
1.6000E-08,1.43908E-01
1.6100E-08,1.41955E-01
1.6200E-08,1.40002E-01
1.6300E-08,1.38049E-01
1.6400E-08,1.36096E-01
1.6500E-08,1.34143E-01
1.6600E-08,1.32189E-01
1.6700E-08,1.30725E-01
1.6800E-08,1.29260E-01
1.6900E-08,1.27307E-01
1.7000E-08,1.25354E-01
1.7100E-08,1.23400E-01
1.7200E-08,1.21447E-01
1.7300E-08,1.19006E-01
1.7400E-08,1.17053E-01
1.7500E-08,1.15100E-01
1.7600E-08,1.13146E-01
1.7700E-08,1.11193E-01
1.7800E-08,1.09240E-01
1.7900E-08,1.07287E-01
1.8000E-08,1.04846E-01
1.8100E-08,1.02404E-01
1.8200E-08,9.99629E-02
1.8300E-08,9.75215E-02
1.8400E-08,9.55684E-02
1.8500E-08,9.36152E-02
1.8600E-08,9.21504E-02
1.8700E-08,9.06855E-02
1.8800E-08,8.87324E-02
1.8900E-08,8.62910E-02
1.9000E-08,8.33613E-02
1.9100E-08,8.09199E-02
1.9200E-08,7.79902E-02
1.9300E-08,7.60371E-02
1.9400E-08,7.45723E-02
1.9500E-08,7.31074E-02
1.9600E-08,7.21309E-02
1.9700E-08,7.06660E-02
1.9800E-08,6.87129E-02
1.9900E-08,6.62715E-02
2.0000E-08,6.43184E-02
2.0100E-08,6.18770E-02
2.0200E-08,5.99238E-02
2.0300E-08,5.84590E-02
2.0400E-08,5.74824E-02
2.0500E-08,5.60176E-02
2.0600E-08,5.45527E-02
2.0700E-08,5.25996E-02
2.0800E-08,5.06465E-02
2.0900E-08,4.86934E-02
2.1000E-08,4.67402E-02
2.1100E-08,4.57637E-02
2.1200E-08,4.47871E-02
2.1300E-08,4.38105E-02
2.1400E-08,4.28340E-02
2.1500E-08,4.18574E-02
2.1600E-08,4.08809E-02
2.1700E-08,3.94160E-02
2.1800E-08,3.79512E-02
2.1900E-08,3.64863E-02
2.2000E-08,3.55098E-02
2.2100E-08,3.45332E-02
2.2200E-08,3.35566E-02
2.2300E-08,3.25801E-02
2.2400E-08,3.16035E-02
2.2500E-08,3.06270E-02
2.2600E-08,2.96504E-02
2.2700E-08,2.86738E-02
2.2800E-08,2.81855E-02
2.2900E-08,2.76973E-02
2.3000E-08,2.72090E-02
2.3100E-08,2.72090E-02
2.3200E-08,2.62324E-02
2.3300E-08,2.57441E-02
